id,name,description,era,categories,tags,visual_elements,color_palette,mood_keywords,related_aesthetics,media_examples,reference example images,origin,category
60,Art Academia,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Art Academia aesthetic.",2000s,fashion,"futuristic,rural,fantasy,dark,vibrant","clothing styles,accessories,textiles,patterns,silhouettes,sleek designs,metallic surfaces,LED lighting","charcoal,hot pink,electric blue,neon purple,white,dark gray","brooding,intense,progressive,energetic,innovative",,,/aesthetic_images/Art_Academia/Art_Academia_1.jpg; /aesthetic_images/Art_Academia/Art_Academia_2.jpg; /aesthetic_images/Art_Academia/Art_Academia_3.webp,,
61,Art Deco,"Art Deco is a visual arts design style characterized by rich colors, bold geometric patterns, and lavish ornamentation. It combined modern styles with fine craftsmanship and rich materials, symbolizing wealth and sophistication.",1920s,historical,"minimalist,urban,fantasy,elegant,geometric,luxurious,bold,decorative,glamorous","Geometric patterns,symmetrical designs,streamlined forms,sunburst motifs,zigzag patterns,bold contrasts,exotic materials","gold,black,deep blue,emerald green,ruby red,chrome","opulent,glamorous,sophisticated,bold,progressive",,,/aesthetic_images/Art Deco/Art Deco_1.jpg; /aesthetic_images/Art Deco/Art Deco_2.jpg; /aesthetic_images/Art Deco/Art Deco_3.webp,,
62,Art Hoe,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Art Hoe aesthetic.",1930s,fashion,"elegant,digital,atmospheric,minimalist","clothing styles,accessories,textiles,patterns,silhouettes,refined details,luxurious materials,sophisticated compositions",,"sophisticated,serene,evocative,clean,minimalist",,,/aesthetic_images/art_hoe/art_hoe_1.jpg;/aesthetic_images/art_hoe/art_hoe_2.jpg;/aesthetic_images/art_hoe/art_hoe_3.jpg,,
63,Art Nouveau,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Art Nouveau aesthetic.",1910s,fashion,"digital,natural,fantasy","clothing styles,accessories,textiles,patterns,silhouettes,organic forms,plant life,natural textures","sunset orange,forest green,earth brown,sky blue",,,,/aesthetic_images/Art_Nouveau/Art_Nouveau_1.jpg; /aesthetic_images/Art_Nouveau/Art_Nouveau_2.jpg; /aesthetic_images/Art_Nouveau/Art_Nouveau_3.webp,,
64,Art Singulier,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Art Singulier aesthetic.",1960s,internet_culture,"cute,futuristic","digital interfaces,screen aesthetics,online imagery,memes,social media visuals,sleek designs,metallic surfaces,LED lighting","electric blue,metallic silver,neon purple,white","progressive,endearing,charming,cute,innovative","Internetcore,Webcore,Cybercore,Glitchcore",,/aesthetic_images/Art_Singulier/Art_Singulier_1.jpg; /aesthetic_images/Art_Singulier/Art_Singulier_2.jpg; /aesthetic_images/Art_Singulier/Art_Singulier_3.webp,,
65,Art in the Chapels,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Art in the Chapels aesthetic.",1990s,architecture,"nostalgic,bright,atmospheric","building designs,structural elements,interior spaces,architectural details","electric blue,hot pink,neon green,bright red","wistful,evocative,sentimental,atmospheric,nostalgic",,,/aesthetic_images/Art_in_the_Chapels/Art_in_the_Chapels_1.jpg; /aesthetic_images/Art_in_the_Chapels/Art_in_the_Chapels_2.jpg; /aesthetic_images/Art_in_the_Chapels/Art_in_the_Chapels_3.webp,,
66,Artcore,"A core aesthetic centered around art themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",1920s,architecture,"edgy,urban,vibrant,bright,atmospheric","building designs,structural elements,interior spaces,architectural details,city landscapes,street art,concrete structures,neon signs","hot pink,asphalt black,concrete gray,electric blue,bright red,brick red","evocative,rebellious,atmospheric,energetic,immersive","Softcore,Cottagecore,Fairycore,Darkcore",,/aesthetic_images/artcore/artcore_1.jpg; /aesthetic_images/artcore/artcore_2.jpg; /aesthetic_images/artcore/artcore_3.webp,,
67,Artificial Nature,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Artificial Nature aesthetic.",2000s,subculture,"edgy,rural,digital,futuristic","sleek designs,metallic surfaces,LED lighting,geometric shapes","hot pink,electric blue,neon purple,white,lime green,metallic silver","rebellious,progressive,innovative,bold,futuristic",,,/aesthetic_images/Artificial_Nature/Artificial_Nature_1.jpg; /aesthetic_images/Artificial_Nature/Artificial_Nature_2.jpg; /aesthetic_images/Artificial_Nature/Artificial_Nature_3.webp,,
68,Arts and Crafts Movement,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Arts and Crafts Movement aesthetic.",2010s,interior_design,"modern,dark","shadows,low lighting,dramatic contrasts","charcoal,black,deep purple,dark gray","brooding,intense,mysterious",,,/aesthetic_images/Arts_and_Crafts_Movement/Arts_and_Crafts_Movement_1.jpg; /aesthetic_images/Arts_and_Crafts_Movement/Arts_and_Crafts_Movement_2.jpg; /aesthetic_images/Arts_and_Crafts_Movement/Arts_and_Crafts_Movement_3.webp,,
69,Asian Baby Girl,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Asian Baby Girl aesthetic.",1970s,fashion,"urban,rural,vibrant,grungy","clothing styles,accessories,textiles,patterns,silhouettes,city landscapes,street art,concrete structures","steel blue,asphalt black,concrete gray,brick red","energetic,grungy,vibrant,raw,authentic",,,,,
70,Athlete,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Athlete aesthetic.",1920s,historical,"digital,cute,retro",,"pearl white,black,deep red,gold","cute,endearing,charming",,,,,
71,Atompunk,"A punk-influenced aesthetic that combines atom elements with rebellious, alternative cultural themes and visual styles.",2010s,film,"nostalgic,minimalist,edgy","cinematography,set designs,costume design,lighting,visual effects,clean lines,simple forms,negative space",,"serene,wistful,sentimental,clean,rebellious","Steampunk,Solarpunk,Cyberpunk,Dieselpunk",,/aesthetic_images/punk/punk_1.jpg;/aesthetic_images/punk/punk_2.jpg;/aesthetic_images/punk/punk_3.jpg,,
72,Auroracore,"A core aesthetic centered around aurora themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",pre-1900s,subculture,"bright,pastel,retro","soft colors,gentle gradients,light tones","pastel pink,hot pink,electric blue,pastel blue,lavender,bright red",,"Softcore,Cottagecore,Fairycore,Darkcore",,/aesthetic_images/auroracore/auroracore_1.jpg; /aesthetic_images/auroracore/auroracore_2.jpg; /aesthetic_images/auroracore/auroracore_3.webp,,
73,Australian Outback,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Australian Outback aesthetic.",2000s,fashion,"edgy,cute,atmospheric,digital,natural","clothing styles,accessories,textiles,patterns,silhouettes,organic forms,plant life,natural textures","earth brown,sunset orange,metallic silver,hot pink,electric blue,lime green","evocative,rebellious,endearing,charming,atmospheric",,,,,
74,Australiana,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Australiana aesthetic.",1970s,internet_culture,"futuristic,grungy,digital","digital interfaces,screen aesthetics,online imagery,memes,social media visuals,sleek designs,metallic surfaces,LED lighting","electric blue,metallic silver,neon purple,white","progressive,innovative,grungy,futuristic,raw","Internetcore,Webcore,Cybercore,Glitchcore",,,,
75,Avant Apocalypse,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Avant Apocalypse aesthetic.",1920s,literary,"rural,nostalgic",,"pearl white,black,deep red,gold","sentimental,nostalgic,wistful",,,,,
76,Avant Basic,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Avant Basic aesthetic.",1900s,literary,"vintage,bright,minimalist,pastel","antique objects,retro designs,aged textures,clean lines,simple forms,negative space,geometric shapes,soft colors","sage green,pastel pink,hot pink,electric blue,pastel blue,lavender","clean,serene,minimalist",,,,,
77,Avant-garde,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Avant-garde aesthetic.",2000s,literary,"pastel,fantasy,retro","soft colors,gentle gradients,light tones","pastel pink,hot pink,electric blue,pastel blue,lavender,lime green",,,,,,
78,B-Movie Horror,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the B-Movie Horror aesthetic.",1980s,internet_culture,"digital,pastel","digital interfaces,screen aesthetics,online imagery,memes,social media visuals,soft colors,gentle gradients,light tones","neon pink,pastel pink,electric blue,pastel blue,lavender,lime green",,"Internetcore,Webcore,Cybercore,Glitchcore",,,,
79,Babycore,"A core aesthetic centered around baby themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",pre-1900s,film,"modern,dark","cinematography,set designs,costume design,lighting,visual effects,shadows,low lighting,dramatic contrasts","charcoal,black,deep purple,dark gray","brooding,intense,mysterious","Softcore,Cottagecore,Fairycore,Darkcore",,/aesthetic_images/babycore/babycore_1.jpg;/aesthetic_images/babycore/babycore_2.jpg;/aesthetic_images/babycore/babycore_3.jpg,,
80,Babygirl,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Babygirl aesthetic.",pre-1900s,historical,"atmospheric,retro,rural",,,"evocative,immersive,atmospheric",,,,,
81,Back-to-School,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Back-to-School aesthetic.",1970s,interior_design,"atmospheric,urban","city landscapes,street art,concrete structures,neon signs","steel blue,asphalt black,concrete gray,brick red","evocative,immersive,atmospheric",,,/aesthetic_images/Back-to-School/Back-to-School_1.jpg; /aesthetic_images/Back-to-School/Back-to-School_2.jpg; /aesthetic_images/Back-to-School/Back-to-School_3.webp,,
82,Baddie,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Baddie aesthetic.",1920s,internet_culture,"nostalgic,elegant","digital interfaces,screen aesthetics,online imagery,memes,social media visuals,refined details,luxurious materials,sophisticated compositions","pearl white,black,deep red,gold","sophisticated,wistful,sentimental,nostalgic,refined","Internetcore,Webcore,Cybercore,Glitchcore",,,,
83,Balearic Beat,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Balearic Beat aesthetic.",1930s,historical,"fantasy,grungy",,,"grungy,authentic,raw",,,,,
84,Ballet Academia,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Ballet Academia aesthetic.",pre-1900s,internet_culture,"pastel,cute,vintage,futuristic,atmospheric","digital interfaces,screen aesthetics,online imagery,memes,social media visuals,soft colors,gentle gradients,light tones","sage green,pastel pink,metallic silver,electric blue,pastel blue,lavender","evocative,progressive,endearing,charming,atmospheric","Internetcore,Webcore,Cybercore,Glitchcore",,,,
85,Balletcore,"A core aesthetic centered around ballet themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",1940s,internet_culture,"bright,cute,nostalgic","digital interfaces,screen aesthetics,online imagery,memes,social media visuals","electric blue,hot pink,neon green,bright red","wistful,sentimental,endearing,charming,cute","Softcore,Cottagecore,Fairycore,Darkcore,Internetcore",,/aesthetic_images/balletcore/balletcore_1.jpg;/aesthetic_images/balletcore/balletcore_2.jpg;/aesthetic_images/balletcore/balletcore_3.jpg,,
86,Bankara,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Bankara aesthetic.",1900s,interior_design,"cute,urban","city landscapes,street art,concrete structures,neon signs","steel blue,asphalt black,concrete gray,brick red","cute,endearing,charming",,,,,
87,Barber Salon,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Barber Salon aesthetic.",1900s,film,"rural,nostalgic,pastel","cinematography,set designs,costume design,lighting,visual effects,soft colors,gentle gradients,light tones","lavender,pastel blue,pastel pink,pastel yellow","sentimental,nostalgic,wistful",,,,,
88,Barbiecore,"A core aesthetic centered around barbie themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",pre-1900s,film,"grungy,atmospheric,nostalgic","cinematography,set designs,costume design,lighting,visual effects",,"evocative,wistful,sentimental,atmospheric,nostalgic","Softcore,Cottagecore,Fairycore,Darkcore",,/aesthetic_images/barbiecore/barbiecore_1.jpg;/aesthetic_images/barbiecore/barbiecore_2.jpg;/aesthetic_images/barbiecore/barbiecore_3.jpg,,
89,Bardcore,"A core aesthetic centered around bard themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",2020s,fashion,"pastel,rural,digital","clothing styles,accessories,textiles,patterns,silhouettes,soft colors,gentle gradients,light tones","lavender,pastel blue,pastel pink,pastel yellow",,"Softcore,Cottagecore,Fairycore,Darkcore",,/aesthetic_images/bardcore/bardcore_1.jpg;/aesthetic_images/bardcore/bardcore_2.jpg;/aesthetic_images/bardcore/bardcore_3.jpg,,
90,Baroque,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Baroque aesthetic.",1950s,fashion,"dark,vibrant,urban","clothing styles,accessories,textiles,patterns,silhouettes,shadows,low lighting,dramatic contrasts","charcoal,mint green,asphalt black,concrete gray,pink,turquoise","brooding,intense,energetic,vibrant,mysterious",,,/aesthetic_images/baroque/baroque_1.jpg;/aesthetic_images/baroque/baroque_2.jpg;/aesthetic_images/baroque/baroque_3.webp,,
91,Basic Girl,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Basic Girl aesthetic.",pre-1900s,literary,"vibrant,natural,modern,rural","organic forms,plant life,natural textures,earth tones","sunset orange,forest green,earth brown,sky blue","energetic,vibrant,lively",,,,,
92,Basque Radical Rock,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Basque Radical Rock aesthetic.",1970s,internet_culture,"dark,elegant,fantasy","digital interfaces,screen aesthetics,online imagery,memes,social media visuals,shadows,low lighting,dramatic contrasts","charcoal,black,deep purple,dark gray","brooding,sophisticated,intense,mysterious,refined","Internetcore,Webcore,Cybercore,Glitchcore",,/aesthetic_images/Basque Radical Rock/Basque Radical Rock_1.jpg; /aesthetic_images/Basque Radical Rock/Basque Radical Rock_2.jpg; /aesthetic_images/Basque Radical Rock/Basque Radical Rock_3.webp,,
93,Bastardcore,"A core aesthetic centered around bastard themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",1960s,architecture,"minimalist,digital,vintage,modern","building designs,structural elements,interior spaces,architectural details,clean lines,simple forms,negative space,geometric shapes","cream,dusty rose,sage green,sepia","clean,serene,minimalist","Softcore,Cottagecore,Fairycore,Darkcore",,/aesthetic_images/bastardcore/bastardcore_1.jpg; /aesthetic_images/bastardcore/bastardcore_2.jpg; /aesthetic_images/bastardcore/bastardcore_3.webp,,
94,Bauhaus,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Bauhaus aesthetic.",1900s,fashion,"elegant,atmospheric,dark","clothing styles,accessories,textiles,patterns,silhouettes,refined details,luxurious materials,sophisticated compositions","charcoal,black,deep purple,dark gray","sophisticated,brooding,evocative,intense,atmospheric",,,/aesthetic_images/Bauhaus/Bauhaus_1.jpg; /aesthetic_images/Bauhaus/Bauhaus_2.jpg; /aesthetic_images/Bauhaus/Bauhaus_3.webp,,
95,Beach Bunny,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Beach Bunny aesthetic.",1940s,historical,"rural,dark,cute,edgy,modern","shadows,low lighting,dramatic contrasts","charcoal,black,deep purple,dark gray","brooding,intense,rebellious,endearing,charming",,,,,
96,Beach Day,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Beach Day aesthetic.",pre-1900s,fashion,"edgy,fantasy","clothing styles,accessories,textiles,patterns,silhouettes",,"edgy,rebellious,bold",,,,,
